,mouse_lemur__gene_name,human__gene_name,mouse__gene_name,
9427,POLD2,POLD2,Pold2,
9428,GALNT10,GALNT10,Galnt10,
9429,RSRC1,RSRC1,Rsrc1,
9430,DHX9,DHX9,Dhx9,
9431,SERPINE1,SERPINE1,Serpine1,
9432,A1CF,A1CF,A1cf,
9433,CHD1,CHD1,Chd1,
9434,TEX10,TEX10,Tex10,
9435,CAT,CAT,Cat,
9436,AHNAK,AHNAK,Ahnak,
9437,ARCN1,ARCN1,Arcn1,
9438,TMEM230,TMEM230,Tmem230,
9439,SLC25A38,SLC25A38,Slc25a38,
9440,SIN3A,SIN3A,Sin3a,
9441,SLC11A1,SLC11A1,Slc11a1,
9442,LOC105866980,H1-7,H1f7,
9443,MAP7D1,MAP7D1,Map7d1,
9444,MFSD11,MFSD11,Mfsd11,
9445,STX8,STX8,Stx8,
9446,DNLZ,DNLZ,Dnlz,
9447,PAN2,PAN2,Pan2,
9448,GABRA3,GABRA3,Gabra3,
9449,RNF122,RNF122,Rnf122,
9450,LRRC45,LRRC45,Lrrc45,
9451,MS4A14,MS4A14,Ms4a14,
9452,ZBTB44,ZBTB44,Zbtb44,
9453,BRD3,BRD3,Brd3,
9454,DDX4,DDX4,Ddx4,
9455,CFAP20DC,CFAP20DC,4930452B06Rik,
9456,FGB,FGB,Fgb,
9457,KIF18A,KIF18A,Kif18a,
9458,TMEM233,TMEM233,Tmem233,
9459,NEMP1,NEMP1,Nemp1,
9460,SLC35G2,SLC35G2,Slc35g2,
9461,KLHDC9,KLHDC9,Klhdc9,
9462,HDAC2,HDAC2,Hdac2,
9463,ABHD16A,ABHD16A,Abhd16a,
9464,TLE3,TLE3,Tle3,
9465,E2F8,E2F8,E2f8,
9466,USP4,USP4,Usp4,
9467,KIF5C,KIF5C,Kif5c,
9468,SCAP,SCAP,Scap,
9469,MAP1LC3A,MAP1LC3A,Map1lc3a,
9470,MIOS,MIOS,Mios,
9471,C3H15orf41,C15orf41,BC052040,
9472,PCED1A,PCED1A,Pced1a,
9473,NCBP2,NCBP2,Ncbp2,
9474,ZNF410,ZNF410,Zfp410,
9475,GLOD5,GLOD5,Glod5,
9476,ZBTB25,ZBTB25,Zbtb25,
9477,NELFB,NELFB,Nelfb,
9478,ZRANB2,ZRANB2,Zranb2,
9479,S1PR5,S1PR5,S1pr5,
9480,TCTN2,TCTN2,Tctn2,
9481,PCSK6,PCSK6,Pcsk6,
9482,ARL14EP,ARL14EP,Arl14ep,
9483,TTL,TTL,Ttl,
9484,BCL7B,BCL7B,Bcl7b,
9485,IL1RAP,IL1RAP,Il1rap,
9486,RHOT1,RHOT1,Rhot1,
9487,RANBP1,RANBP1,Ranbp1,
9488,COL5A1,COL5A1,Col5a1,
9489,SPACA6,SPACA6,Spaca6,
9490,ECHDC2,ECHDC2,Echdc2,
9491,POU3F1,POU3F1,Pou3f1,
9492,SLMAP,SLMAP,Slmap,
9493,THNSL2,THNSL2,Thnsl2,
9494,RPP40,RPP40,Rpp40,
9495,HMG20A,HMG20A,Hmg20a,
9496,NOVA2,NOVA2,Nova2,
9497,LOC105880837,TMEM132B,Tmem132b,
9498,RHOG,RHOG,Rhog,
9499,SHROOM4,SHROOM4,Shroom4,
9500,TXNIP,TXNIP,Txnip,
9501,MAN1B1,MAN1B1,Man1b1,
9502,NTN3,NTN3,Ntn3,
9503,SLC35A5,SLC35A5,Slc35a5,
9504,TAS1R3,TAS1R3,Tas1r3,
9505,NKD2,NKD2,Nkd2,
9506,GLRX3,GLRX3,Glrx3,
9507,CCT5,CCT5,Cct5,
9508,COMMD10,COMMD10,Commd10,
9509,USP45,USP45,Usp45,
9510,KDELR1,KDELR1,Kdelr1,
9511,SGK2,SGK2,Sgk2,
9512,VAMP4,VAMP4,Vamp4,
9513,ARL10,ARL10,Arl10,
9514,NRIP3,NRIP3,Nrip3,
9515,IAH1,IAH1,Iah1,
9516,KLHL14,KLHL14,Klhl14,
9517,LASP1,LASP1,Lasp1,
9518,ALG2,ALG2,Alg2,
9519,KCNRG,KCNRG,Kcnrg,
9520,B3GALT2,B3GALT2,B3galt2,
9521,PSMA7,PSMA7,Psma7,
9522,JPH1,JPH1,Jph1,
9523,WDR34,WDR34,Wdr34,
9524,LHX1,LHX1,Lhx1,
9525,CCDC157,CCDC157,Ccdc157,
9526,RPS4X,RPS4X,Rps4x,
9527,CXHXorf21,CXorf21,5430427O19Rik,
9528,TBXA2R,TBXA2R,Tbxa2r,
9529,CCDC173,CCDC173,Ccdc173,
9530,NLRC4,NLRC4,Nlrc4,
9531,C1QL1,C1QL1,C1ql1,
9532,MMP7,MMP7,Mmp7,
9533,TRAPPC11,TRAPPC11,Trappc11,
9534,LOC105858942,CYB5B,Cyb5b,
9535,GRB10,GRB10,Grb10,
9536,PTS,PTS,Pts,
9537,MIIP,MIIP,Miip,
9538,RELL1,RELL1,Rell1,
9539,TGS1,TGS1,Tgs1,
9540,SLC35B2,SLC35B2,Slc35b2,
9541,DPP8,DPP8,Dpp8,
9542,F11,F11,F11,
9543,RAB3GAP2,RAB3GAP2,Rab3gap2,
9544,MMP13,MMP13,Mmp13,
9545,FSD2,FSD2,Fsd2,
9546,APOLD1,APOLD1,Apold1,
9547,CELF4,CELF4,Celf4,
9548,TGIF2,TGIF2,Tgif2,
9549,PATZ1,PATZ1,Patz1,
9550,IRS4,IRS4,Irs4,
9551,SPTY2D1,SPTY2D1,Spty2d1,
9552,EPB41L1,EPB41L1,Epb41l1,
9553,MUC15,MUC15,Muc15,
9554,YWHAH,YWHAH,Ywhah,
9555,ACTB,ACTB,Actb,
9556,ZNF827,ZNF827,Zfp827,
9557,ZNF395,ZNF395,Zfp395,
9558,ARR3,ARR3,Arr3,
9559,HYAL2,HYAL2,Hyal2,
9560,METRN,METRN,Metrn,
9561,PPP1R3E,PPP1R3E,Ppp1r3e,
9562,CNPY1,CNPY1,Cnpy1,
9563,EFCAB6,EFCAB6,Efcab6,
9564,SLC14A2,SLC14A2,Slc14a2,
9565,TAS2R39,TAS2R39,Tas2r139,
9566,CSTF2T,CSTF2T,Cstf2t,
9567,SH3RF3,SH3RF3,Sh3rf3,
9568,TPM4,TPM4,Tpm4,
9569,ETV1,ETV1,Etv1,
9570,MAPRE1,MAPRE1,Mapre1,
9571,KEAP1,KEAP1,Keap1,
9572,FCMR,FCMR,Fcmr,
9573,WIPF2,WIPF2,Wipf2,
9574,VIT,VIT,Vit,
9575,ACP6,ACP6,Acp6,
9576,SMARCD1,SMARCD1,Smarcd1,
9577,CPNE8,CPNE8,Cpne8,
9578,ADAMTS3,ADAMTS3,Adamts3,
9579,LMO7,LMO7,Lmo7,
9580,PCDHB1,PCDHB1,Pcdhb1,
9581,PAK2,PAK2,Pak2,
9582,DUSP12,DUSP12,Dusp12,
9583,PTPN22,PTPN22,Ptpn22,
9584,MOGS,MOGS,Mogs,
9585,PEMT,PEMT,Pemt,
9586,COLGALT1,COLGALT1,Colgalt1,
9587,TRMT13,TRMT13,Trmt13,
9588,PSMD1,PSMD1,Psmd1,
9589,GVQW3,GVQW3,LOC108167485,
9590,LARS1,LARS1,Lars,
9591,WDR41,WDR41,Wdr41,
9592,TAMM41,TAMM41,Tamm41,
9593,HOXC8,HOXC8,Hoxc8,
9594,SLC39A5,SLC39A5,Slc39a5,
9595,C3H15orf61,C15orf61,2300009A05Rik,
9596,CDC42BPG,CDC42BPG,Cdc42bpg,
9597,APOBEC4,APOBEC4,Apobec4,
9598,CBX2,CBX2,Cbx2,
9599,TRIM36,TRIM36,Trim36,
9600,ABHD5,ABHD5,Abhd5,
9601,UBE2C,UBE2C,Ube2c,
9602,EHD1,EHD1,Ehd1,
9603,VPS52,VPS52,Vps52,
9604,SLAMF8,SLAMF8,Slamf8,
9605,ZNF521,ZNF521,Zfp521,
9606,NPRL2,NPRL2,Nprl2,
9607,FBXL14,FBXL14,Fbxl14,
9608,LOC105877563,COA7,Coa7,
9609,CSRP2,CSRP2,Csrp2,
9610,SPINT4,SPINT4,Spint4,
9611,FYB1,FYB1,Fyb,
9612,VARS2,VARS2,Vars2,
9613,UBAP1L,UBAP1L,Ubap1l,
9614,CDHR4,CDHR4,Cdhr4,
9615,MRTO4,MRTO4,Mrto4,
9616,KIF3C,KIF3C,Kif3c,
9617,MAN2B2,MAN2B2,Man2b2,
9618,ADGRG4,ADGRG4,Adgrg4,
9619,ERFE,ERFE,Erfe,
9620,SBDS,SBDS,Sbds,
9621,THOC1,THOC1,Thoc1,
9622,SORBS3,SORBS3,Sorbs3,
9623,RIPK4,RIPK4,Ripk4,
9624,NIPAL4,NIPAL4,Nipal4,
9625,TMEM190,TMEM190,Tmem190,
9626,CEBPZOS,CEBPZOS,Cebpzos,
9627,TCEANC2,TCEANC2,Tceanc2,
9628,SH3PXD2A,SH3PXD2A,Sh3pxd2a,
9629,TRIP4,TRIP4,Trip4,
9630,DCAF10,DCAF10,Dcaf10,
9631,SCAF1,SCAF1,Scaf1,
9632,AMBRA1,AMBRA1,Ambra1,
9633,OSM,OSM,Osm,
9634,SLITRK4,SLITRK4,Slitrk4,
9635,RPLP0,RPLP0,Rplp0,
9636,BEND3,BEND3,Bend3,
9637,GALNT16,GALNT16,Galnt16,
9638,RIMS2,RIMS2,Rims2,
9639,GRM8,GRM8,Grm8,
9640,COQ4,COQ4,Coq4,
9641,C2CD2,C2CD2,C2cd2,
9642,TUFM,TUFM,Tufm,
9643,WDR64,WDR64,Wdr64,
9644,BHMG1,BHMG1,Bhmg1,
9645,MPP6,MPP6,Mpp6,
9646,ZBTB20,ZBTB20,Zbtb20,
9647,MTF2,MTF2,Mtf2,
9648,MSH6,MSH6,Msh6,
9649,HM13,HM13,H13,
9650,ANGEL1,ANGEL1,Angel1,
9651,LYPD5,LYPD5,Lypd5,
9652,COL1A2,COL1A2,Col1a2,
9653,CAVIN3,CAVIN3,Cavin3,
9654,OPA3,OPA3,Opa3,
9655,ADA,ADA,Ada,
9656,ERLIN1,ERLIN1,Erlin1,
9657,BTBD11,BTBD11,Btbd11,
9658,CALM1,CALM1,Calm1,
9659,CLDN12,CLDN12,Cldn12,
9660,MCEE,MCEE,Mcee,
9661,SCN1A,SCN1A,Scn1a,
9662,SLC7A2,SLC7A2,Slc7a2,
9663,TMC3,TMC3,Tmc3,
9664,KCNE2,KCNE2,Kcne2,
9665,PML,PML,Pml,
9666,SNX15,SNX15,Snx15,
9667,WIPF1,WIPF1,Wipf1,
9668,PSORS1C2,PSORS1C2,Psors1c2,
9669,CCNB1,CCNB1,Ccnb1,
9670,SEC11A,SEC11A,Sec11a,
9671,MBTPS2,MBTPS2,Mbtps2,
9672,RWDD4,RWDD4,Rwdd4a,
9673,CHST1,CHST1,Chst1,
9674,THEM5,THEM5,Them5,
9675,SLC25A20,SLC25A20,Slc25a20,
9676,PTHLH,PTHLH,Pthlh,
9677,ROPN1L,ROPN1L,Ropn1l,
9678,TOP2B,TOP2B,Top2b,
9679,RBM28,RBM28,Rbm28,
9680,ING1,ING1,Ing1,
9681,ADH4,ADH4,Adh4,
9682,GPR52,GPR52,Gpr52,
9683,CRPPA,CRPPA,Crppa,
9684,GRAMD2B,GRAMD2B,Gramd3,
9685,FBXO28,FBXO28,Fbxo28,
9686,RCHY1,RCHY1,Rchy1,
9687,ACAD8,ACAD8,Acad8,
9688,EIF3D,EIF3D,Eif3d,
9689,OIT3,OIT3,Oit3,
9690,LOC105859149,UTRN,Utrn,
9691,QSOX2,QSOX2,Qsox2,
9692,PLEK2,PLEK2,Plek2,
9693,EPC1,EPC1,Epc1,
9694,NCAN,NCAN,Ncan,
9695,FGD1,FGD1,Fgd1,
9696,VRTN,VRTN,Vrtn,
9697,TMEM215,TMEM215,Tmem215,
9698,GPATCH4,GPATCH4,Gpatch4,
9699,SLC40A1,SLC40A1,Slc40a1,
9700,ENAM,ENAM,Enam,
9701,BCL9L,BCL9L,Bcl9l,
9702,CLEC9A,CLEC9A,Clec9a,
9703,AP1B1,AP1B1,Ap1b1,
9704,PLEKHA1,PLEKHA1,Plekha1,
9705,CIART,CIART,Ciart,
9706,PRKCZ,PRKCZ,Prkcz,
9707,STARD7,STARD7,Stard7,
9708,SF3B1,SF3B1,Sf3b1,
9709,RBMX2,RBMX2,Rbmx2,
9710,FEM1A,FEM1A,Fem1a,
9711,CRB2,CRB2,Crb2,
9712,NAGK,NAGK,Nagk,
9713,CHIC2,CHIC2,Chic2,
9714,DMGDH,DMGDH,Dmgdh,
9715,SMOC1,SMOC1,Smoc1,
9716,CLDN15,CLDN15,Cldn15,
9717,RSAD1,RSAD1,Rsad1,
9718,ELAVL4,ELAVL4,Elavl4,
9719,P4HA1,P4HA1,P4ha1,
9720,COG3,COG3,Cog3,
9721,UBD,UBD,Ubd,
9722,MYL2,MYL2,Myl2,
9723,ZFYVE26,ZFYVE26,Zfyve26,
9724,VWC2,VWC2,Vwc2,
9725,MLLT11,MLLT11,Mllt11,
9726,VSTM2A,VSTM2A,Vstm2a,
9727,THEMIS,THEMIS,Themis,
9728,ANKRD50,ANKRD50,Ankrd50,
9729,PPM1D,PPM1D,Ppm1d,
9730,STK3,STK3,Stk3,
9731,NDRG2,NDRG2,Ndrg2,
9732,TCP11,TCP11,Tcp11,
9733,TSPYL1,TSPYL1,Tspyl1,
9734,VAMP5,VAMP5,Vamp5,
9735,LYPD6,LYPD6,Lypd6,
9736,NEIL1,NEIL1,Neil1,
9737,CBFA2T2,CBFA2T2,Cbfa2t2,
9738,C10H9orf116,C9orf116,1700007K13Rik,
9739,NKX2-1,NKX2-1,Nkx2-1,
9740,PARD6G,PARD6G,Pard6g,
9741,LYZL4,LYZL4,Lyzl4,
9742,LRRC46,LRRC46,Lrrc46,
9743,HSCB,HSCB,Hscb,
9744,TIMM29,TIMM29,Timm29,
9745,NKX6-2,NKX6-2,Nkx6-2,
9746,IARS1,IARS1,Iars,
9747,METTL11B,METTL11B,Mettl11b,
9748,WNK1,WNK1,Wnk1,
9749,DCLK1,DCLK1,Dclk1,
9750,AKR1A1,AKR1A1,Akr1a1,
9751,APIP,APIP,Apip,
9752,PPP6C,PPP6C,Ppp6c,
9753,SLC35F4,SLC35F4,Slc35f4,
9754,PODNL1,PODNL1,Podnl1,
9755,GPRASP2,GPRASP2,Gprasp2,
9756,RBPJ,RBPJ,Rbpj,
9757,B4GALT2,B4GALT2,B4galt2,
9758,COL13A1,COL13A1,Col13a1,
9759,REP15,REP15,Rep15,
9760,ABI1,ABI1,Abi1,
9761,DOC2A,DOC2A,Doc2a,
9762,NEB,NEB,Neb,
9763,LOC105873972,ZNF77,BC025920,
9764,TNKS2,TNKS2,Tnks2,
9765,MOBP,MOBP,Mobp,
9766,IP6K2,IP6K2,Ip6k2,
9767,ATL2,ATL2,Atl2,
9768,AGTR1,AGTR1,Agtr1b,
9769,VWA5B2,VWA5B2,Vwa5b2,
9770,LOC105861645,CYB561,Cyb561,
9771,ELFN2,ELFN2,Elfn2,
9772,SMG6,SMG6,Smg6,
9773,FAM189B,FAM189B,Fam189b,
9774,CCDC85B,CCDC85B,Ccdc85b,
9775,ITGA1,ITGA1,Itga1,
9776,RNF144A,RNF144A,Rnf144a,
9777,ETF1,ETF1,Etf1,
9778,KMT2E,KMT2E,Kmt2e,
9779,PDLIM5,PDLIM5,Pdlim5,
9780,PPP1R11,PPP1R11,Ppp1r11,
9781,TRAF3,TRAF3,Traf3,
9782,ASB12,ASB12,Asb12,
9783,GNAI3,GNAI3,Gnai3,
9784,SMYD3,SMYD3,Smyd3,
9785,OAZ1,OAZ1,Oaz1,
9786,GOLM2,GOLM2,Casc4,
9787,COMMD9,COMMD9,Commd9,
9788,ACTR3B,ACTR3B,Actr3b,
9789,NMU,NMU,Nmu,
9790,RANBP10,RANBP10,Ranbp10,
9791,OAS3,OAS3,Oas3,
9792,MMACHC,MMACHC,Mmachc,
9793,DNAJC5B,DNAJC5B,Dnajc5b,
9794,GPR12,GPR12,Gpr12,
9795,RAD51B,RAD51B,Rad51b,
9796,STK36,STK36,Stk36,
9797,FGF8,FGF8,Fgf8,
9798,LRRC27,LRRC27,Lrrc27,
9799,SEH1L,SEH1L,Seh1l,
9800,CHCHD1,CHCHD1,Chchd1,
9801,DDX1,DDX1,Ddx1,
9802,DLG1,DLG1,Dlg1,
9803,SMPX,SMPX,Smpx,
9804,WDR55,WDR55,Wdr55,
9805,CFAP100,CFAP100,Cfap100,
9806,RRAS,RRAS,Rras,
9807,NHLRC1,NHLRC1,Nhlrc1,
9808,PYGO2,PYGO2,Pygo2,
9809,CTSB,CTSB,Ctsb,
9810,ATAD1,ATAD1,Atad1,
9811,TERF1,TERF1,Terf1,
9812,NCBP1,NCBP1,Ncbp1,
9813,PUM1,PUM1,Pum1,
9814,FAM161B,FAM161B,Fam161b,
9815,TLK2,TLK2,Tlk2,
9816,COL8A1,COL8A1,Col8a1,
9817,TBX3,TBX3,Tbx3,
9818,PIK3C3,PIK3C3,Pik3c3,
9819,PTCHD1,PTCHD1,Ptchd1,
9820,MAN2C1,MAN2C1,Man2c1,
9821,NPC1L1,NPC1L1,Npc1l1,
9822,TBC1D31,TBC1D31,Tbc1d31,
9823,MEIKIN,MEIKIN,Meikin,
9824,PPM1J,PPM1J,Ppm1j,
9825,RBM39,RBM39,Rbm39,
9826,PNRC1,PNRC1,Pnrc1,
9827,KIF2C,KIF2C,Kif2c,
9828,SIVA1,SIVA1,Siva1,
9829,SPATA33,SPATA33,Spata33,
9830,GPR63,GPR63,Gpr63,
9831,RHOD,RHOD,Rhod,
9832,AMOTL1,AMOTL1,Amotl1,
9833,TIMM8B,TIMM8B,Timm8b,
9834,VTI1A,VTI1A,Vti1a,
9835,SUMF1,SUMF1,Sumf1,
9836,ZNF770,ZNF770,Zfp770,
9837,FAM219B,FAM219B,Fam219b,
9838,LOC105871581,PCDH8,Pcdh8,
9839,OCEL1,OCEL1,Ocel1,
9840,C22H3orf20,C3orf20,4930590J08Rik,
9841,C4H2orf68,C2orf68,0610030E20Rik,
9842,SFMBT1,SFMBT1,Sfmbt1,
9843,ZNHIT3,ZNHIT3,Znhit3,
9844,SPIDR,SPIDR,Spidr,
9845,AIG1,AIG1,Aig1,
9846,HSP90B1,HSP90B1,Hsp90b1,
9847,GGNBP2,GGNBP2,Ggnbp2,
9848,ATF6,ATF6,Atf6,
9849,TRMT1L,TRMT1L,Trmt1l,
9850,AKAP6,AKAP6,Akap6,
9851,AADAC,AADAC,Aadac,
9852,GAS6,GAS6,Gas6,
9853,NUDT18,NUDT18,Nudt18,
9854,XRCC4,XRCC4,Xrcc4,
9855,CAMK1,CAMK1,Camk1,
9856,TOR3A,TOR3A,Tor3a,
9857,TEX14,TEX14,Tex14,
9858,B3GAT3,B3GAT3,B3gat3,
9859,PPP2R3C,PPP2R3C,Ppp2r3c,
9860,GLRA3,GLRA3,Glra3,
9861,UBE2S,UBE2S,Ube2s,
9862,C5H11orf80,C11orf80,Gm960,
9863,VPS37B,VPS37B,Vps37b,
9864,C1H3orf80,C3orf80,1110032F04Rik,
9865,PHKA1,PHKA1,Phka1,
9866,NKX3-2,NKX3-2,Nkx3-2,
9867,SUCLG2,SUCLG2,Suclg2,
9868,PLS3,PLS3,Pls3,
9869,TMEM207,TMEM207,Tmem207,
9870,GFPT1,GFPT1,Gfpt1,
9871,DAGLA,DAGLA,Dagla,
9872,KNDC1,KNDC1,Kndc1,
9873,FCGRT,FCGRT,Fcgrt,
9874,USP30,USP30,Usp30,
9875,NAP1L3,NAP1L3,Nap1l3,
9876,SMLR1,SMLR1,Smlr1,
9877,ERAL1,ERAL1,Eral1,
9878,G0S2,G0S2,G0s2,
9879,SEPTIN11,SEPTIN11,Septin11,
9880,EQTN,EQTN,Eqtn,
9881,ANXA5,ANXA5,Anxa5,
9882,TTLL7,TTLL7,Ttll7,
9883,C27H1orf116,C1orf116,AA986860,
9884,CCDC122,CCDC122,Ccdc122,
9885,UNC45A,UNC45A,Unc45a,
9886,RBFOX1,RBFOX1,Rbfox1,
9887,HINT3,HINT3,Hint3,
9888,PEX11B,PEX11B,Pex11b,
9889,RLIM,RLIM,Rlim,
9890,GDF9,GDF9,Gdf9,
9891,FAF1,FAF1,Faf1,
9892,MOCOS,MOCOS,Mocos,
9893,TOPAZ1,TOPAZ1,Topaz1,
9894,OTP,OTP,Otp,
9895,SPHK1,SPHK1,Sphk1,
9896,NPVF,NPVF,Npvf,
9897,RIPOR1,RIPOR1,Ripor1,
9898,CDKL5,CDKL5,Cdkl5,
9899,ZNF32,ZNF32,Zfp637,
9900,R3HDML,R3HDML,R3hdml,
9901,RBMS1,RBMS1,Rbms1,
9902,AGO2,AGO2,Ago2,
9903,CATSPERE,CATSPERE,Catspere1,
9904,SLC17A6,SLC17A6,Slc17a6,
9905,PAWR,PAWR,Pawr,
9906,DPYS,DPYS,Dpys,
9907,PCSK4,PCSK4,Pcsk4,
9908,AIRE,AIRE,Aire,
9909,ZC3H18,ZC3H18,Zc3h18,
9910,AOC2,AOC2,Aoc2,
9911,ABHD17C,ABHD17C,Abhd17c,
9912,RNASE6,RNASE6,Rnase6,
9913,PRELID3A,PRELID3A,Prelid3a,
9914,SMIM14,SMIM14,Smim14,
9915,ZDHHC15,ZDHHC15,Zdhhc15,
9916,ST6GAL2,ST6GAL2,St6gal2,
9917,LRRC56,LRRC56,Lrrc56,
9918,SAMD11,SAMD11,Samd11,
9919,TEPSIN,TEPSIN,Tepsin,
9920,SIRT1,SIRT1,Sirt1,
9921,SH3GL3,SH3GL3,Sh3gl3,
9922,TSPAN7,TSPAN7,Tspan7,
9923,CCNL1,CCNL1,Ccnl1,
9924,ARHGEF10,ARHGEF10,Arhgef10,
9925,UBAC1,UBAC1,Ubac1,
9926,DDX60,DDX60,Ddx60,
9927,SOX21,SOX21,Sox21,
9928,NLRP5,NLRP5,Nlrp5,
9929,COLCA2,COLCA2,Colca2,
9930,RPS19BP1,RPS19BP1,Rps19bp1,
9931,TADA2A,TADA2A,Tada2a,
9932,XDH,XDH,Xdh,
9933,ROCK2,ROCK2,Rock2,
9934,TET1,TET1,Tet1,
9935,PDXK,PDXK,Pdxk,
9936,CD40LG,CD40LG,Cd40lg,
9937,KLHL29,KLHL29,Klhl29,
9938,ELMO2,ELMO2,Elmo2,
9939,MAB21L4,MAB21L4,Mab21l4,
9940,NPR3,NPR3,Npr3,
9941,ZNF213,ZNF213,Zfp213,
9942,TLE4,TLE4,Tle4,
9943,CNN1,CNN1,Cnn1,
9944,FZD7,FZD7,Fzd7,
9945,LOC105880290,CYB5A,Cyb5a,
9946,TERF2IP,TERF2IP,Terf2ip,
9947,IZUMO3,IZUMO3,Izumo3,
9948,TAF1D,TAF1D,Taf1d,
9949,CENPP,CENPP,Cenpp,
9950,DMRTA1,DMRTA1,Dmrta1,
9951,SLC66A3,SLC66A3,Pqlc3,
9952,RDH13,RDH13,Rdh13,
9953,CWC15,CWC15,Cwc15,
9954,C21H5orf52,C5orf52,4921536K21Rik,
9955,SLC18B1,SLC18B1,Slc18b1,
9956,PLEKHF1,PLEKHF1,Plekhf1,
9957,RHOB,RHOB,Rhob,
9958,TLR6,TLR6,Tlr6,
9959,RABGAP1L,RABGAP1L,Rabgap1l,
9960,AMIGO3,AMIGO3,Amigo3,
9961,MYO18B,MYO18B,Myo18b,
9962,FZR1,FZR1,Fzr1,
9963,YLPM1,YLPM1,Ylpm1,
9964,RPA1,RPA1,Rpa1,
9965,LZTS1,LZTS1,Lzts1,
9966,FKBP11,FKBP11,Fkbp11,
9967,INAVA,INAVA,Inava,
9968,LRRC31,LRRC31,Lrrc31,
9969,FUBP1,FUBP1,Fubp1,
9970,LTC4S,LTC4S,Ltc4s,
9971,ARHGAP31,ARHGAP31,Arhgap31,
9972,MGAT3,MGAT3,Mgat3,
9973,GCG,GCG,Gcg,
9974,ANPEP,ANPEP,Anpep,
9975,TTF1,TTF1,Ttf1,
9976,CAMK2D,CAMK2D,Camk2d,
9977,AFAP1L2,AFAP1L2,Afap1l2,
9978,KCNAB2,KCNAB2,Kcnab2,
9979,KPNA2,KPNA2,Kpna2,
9980,TXNL4B,TXNL4B,Txnl4b,
9981,ATG2A,ATG2A,Atg2a,
9982,RTRAF,RTRAF,Rtraf,
9983,BUD13,BUD13,Bud13,
9984,C8A,C8A,C8a,
9985,GEMIN7,GEMIN7,Gemin7,
9986,NADK2,NADK2,Nadk2,
9987,KRT71,KRT71,Krt71,
9988,C15H10orf99,C10orf99,2610528A11Rik,
9989,VPS13B,VPS13B,Vps13b,
9990,NAXE,NAXE,Naxe,
9991,CFAP300,CFAP300,Cfap300,
9992,LOC105875110,IQCF5,Iqcf5,
9993,LIPT1,LIPT1,Lipt1,
9994,RPS23,RPS23,Rps23,
9995,RPS9,RPS9,Rps9,
9996,CIZ1,CIZ1,Ciz1,
9997,RSF1,RSF1,Rsf1,
9998,LMTK3,LMTK3,Lmtk3,
9999,SIGIRR,SIGIRR,Sigirr,
10000,RRAGB,RRAGB,Rragb,
10001,CCL17,CCL17,Ccl17,
10002,IQSEC1,IQSEC1,Iqsec1,
10003,ABRAXAS1,ABRAXAS1,Abraxas1,
10004,MRAS,MRAS,Mras,
10005,NIBAN2,NIBAN2,Fam129b,
10006,PLTP,PLTP,Pltp,
10007,SLC23A1,SLC23A1,Slc23a1,
10008,GNG2,GNG2,Gng2,
10009,AKAP8,AKAP8,Akap8,
10010,KCNQ2,KCNQ2,Kcnq2,
10011,SELENOV,SELENOV,Selenov,
10012,DRD4,DRD4,Drd4,
10013,QTRT1,QTRT1,Qtrt1,
10014,BST1,BST1,Bst1,
10015,PIGS,PIGS,Pigs,
10016,GSS,GSS,Gss,
10017,PRSS53,PRSS53,Prss53,
10018,TBR1,TBR1,Tbr1,
10019,GPR108,GPR108,Gpr108,
10020,WRAP53,WRAP53,Wrap53,
10021,HMOX1,HMOX1,Hmox1,
10022,PCID2,PCID2,Pcid2,
10023,PGBD5,PGBD5,Pgbd5,
10024,ARMH2,ARMH2,Armh2,
10025,CASR,CASR,Casr,
10026,GNG12,GNG12,Gng12,
10027,TMEM238,TMEM238,Tmem238,
10028,CDH22,CDH22,Cdh22,
10029,SMYD1,SMYD1,Smyd1,
10030,PCDH15,PCDH15,Pcdh15,
10031,HIF1AN,HIF1AN,Hif1an,
10032,FXR2,FXR2,Fxr2,
10033,ZNF438,ZNF438,Zfp438,
10034,SPINT1,SPINT1,Spint1,
10035,GPR45,GPR45,Gpr45,
10036,DRG1,DRG1,Drg1,
10037,GALK1,GALK1,Galk1,
10038,NPAS3,NPAS3,Npas3,
10039,TAF2,TAF2,Taf2,
10040,STC1,STC1,Stc1,
10041,ASPG,ASPG,Aspg,
10042,WDR87,WDR87,4932431P20Rik,
10043,A4GNT,A4GNT,A4gnt,
10044,SREBF1,SREBF1,Srebf1,
10045,TRAPPC6A,TRAPPC6A,Trappc6a,
10046,DST,DST,Dst,
10047,TEX55,TEX55,Tex55,
10048,SLC22A18,SLC22A18,Slc22a18,
10049,CDC27,CDC27,Cdc27,
10050,LOC105867198,OOSP2,Oosp2,
10051,PELI3,PELI3,Peli3,
10052,AP4E1,AP4E1,Ap4e1,
10053,ZNRF2,ZNRF2,Znrf2,
10054,DCAF11,DCAF11,Dcaf11,
10055,DLGAP4,DLGAP4,Dlgap4,
10056,KLF17,KLF17,Klf17,
10057,PDCL3,PDCL3,Pdcl3,
10058,ALDH8A1,ALDH8A1,Aldh8a1,
10059,GFOD1,GFOD1,Gfod1,
10060,MGAT5,MGAT5,Mgat5,
10061,RBM15,RBM15,Rbm15,
10062,PDIA6,PDIA6,Pdia6,
10063,CCDC188,CCDC188,Ccdc188,
10064,ZCCHC14,ZCCHC14,Zcchc14,
10065,PFDN1,PFDN1,Pfdn1,
